year,quarter,month,ВВП в текущих ценах,ВВП в ценах 2021,ВВП в ценах 2021 без сезонности,Индекс физ объема ВВП,Дефлятор ВВП,Произв-во выс тех уров пред,Произв-во выс тех уров соот,Себестоимость добычи нефти,Ключевая ставка,Инфляция,Выпуск по соот. периоду,Выпуск по предыд периоду,ПЛ БЛ 1,ПЛ БЛ 2,ПЛ БЛ 3,ПЛ БЛ 4,ПЛ БЛ 5,ПЛ БЛ 6,ПЛ БЛ 7,ПЛ БЛ 8,ПЛ БЛ 9,ПЛ БЛ 10,ДомХоз 1,ДомХоз 2,ДомХоз 3,ДомХоз 4,ДомХоз 5,ДомХоз 6,ДомХоз 7,ДомХоз 8,Курс Дол 1,Курс Дол 2,Курс Дол 3,Ключевая ставка % ,ИПЦ общ к пред мес %,ИПЦ прод тов к пред мес %,ИПЦ непрод тов к пред мес %,ИПЦ услуги к пред мес %,ИПР к соотв мес пред г %,ИПР к пред мес %,ИВБО к соотв мес пред г %,ИВБО к пред мес %,Инфляция %,ДомХоз 9,ДомХоз 10,ДомХоз 11,ДомХоз 12,ДомХоз 13,ДомХоз 14,ДомХоз 15,ДомХоз 16,ДомХоз 17,ДомХоз 18,ДомХоз 19,ДомХоз 20,ДомХоз 21,ДомХоз 22,ДомХоз 23,ДомХоз 24,ДомХоз 25,ДомХоз 26,ДомХоз 27,ДомХоз 28,ДомХоз 29,ДомХоз 30,ДомХоз 31,ДомХоз 32,ДомХоз 33
2009,4,12,,,,,,,,,,,,,17232.0,36817.0,-5170.0,-12919.0,-1495.0,14499.0,-9697.0,4564.0,28761.0,-2649.0,,,,,,,,,,,,,100.41,100.55,100.21,100.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,1,,,,,,,,,,,,,32801.0,45245.0,-3847.0,-7285.0,-1313.0,25043.0,11027.0,2582.0,16599.0,-7773.0,,,,,,,,,,,,,101.64,101.42,100.23,103.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,2,,,,,,,,,,,,,32801.0,45245.0,-3847.0,-7285.0,-1313.0,25043.0,11027.0,2582.0,16599.0,-7773.0,,,,,,,,,,,,,100.86,101.26,100.3,101.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1,3,,,,,,,,,,,,,32801.0,45245.0,-3847.0,-7285.0,-1313.0,25043.0,11027.0,2582.0,16599.0,-7773.0,,,,,,,,,,,,,100.63,101.03,100.39,100.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2,4,,,,,,,,,,,,,17918.0,38069.0,-5283.0,-14105.0,-762.0,15066.0,1664.0,12713.0,26115.0,-2838.0,,,,,,,,,,,,,100.29,100.3,100.34,100.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2,5,,,,,,,,,,,,,17918.0,38069.0,-5283.0,-14105.0,-762.0,15066.0,1664.0,12713.0,26115.0,-2838.0,,,,,,,,,,,,,100.5,100.69,100.42,100.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,2,6,,,,,,,,,,,,,17918.0,38069.0,-5283.0,-14105.0,-762.0,15066.0,1664.0,12713.0,26115.0,-2838.0,,,,,,,,,,,,,100.39,100.54,100.21,100.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3,7,,,,,,,,,,,,,4836.0,28032.0,-8999.0,-12023.0,-2175.0,9711.0,21817.0,14782.0,2677.0,4943.0,,,,,,,,,,,,,100.36,100.31,100.26,100.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3,8,,,,,,,,,,,,,4836.0,28032.0,-8999.0,-12023.0,-2175.0,9711.0,21817.0,14782.0,2677.0,4943.0,,,,,,,,,,,,,100.55,100.9,100.37,100.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,3,9,,,,,,,,,,,,,4836.0,28032.0,-8999.0,-12023.0,-2175.0,9711.0,21817.0,14782.0,2677.0,4943.0,,,,,,,,,,,,,100.84,101.62,100.58,100.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,10,,,,,,,,,,,,,11897.0,35649.0,-7991.0,-13692.0,-2069.0,8458.0,31947.0,14848.0,-8640.0,-3466.0,,,,,,,,,,,,,100.5,100.7,100.63,100.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,11,,,,,,,,,,,,,11897.0,35649.0,-7991.0,-13692.0,-2069.0,8458.0,31947.0,14848.0,-8640.0,-3466.0,,,,,,,,,,,,,100.81,101.35,100.65,100.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,4,12,,,,,,,,,,,,,11897.0,35649.0,-7991.0,-13692.0,-2069.0,8458.0,31947.0,14848.0,-8640.0,-3466.0,,,,,,,,,,,,,101.08,102.07,100.48,100.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,1,,,,,,,,,,,,,29800.0,46982.0,-5634.0,-9876.0,-1673.0,27399.0,34485.0,17164.0,10078.0,-2369.0,,,,,,,,,,,,,102.37,102.6,100.87,104.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,2,,,,,,,,,,,,,29800.0,46982.0,-5634.0,-9876.0,-1673.0,27399.0,34485.0,17164.0,10078.0,-2369.0,,,,,,,,,,,,,100.78,101.22,100.32,100.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1,3,,,,,,,,,,,,,29800.0,46982.0,-5634.0,-9876.0,-1673.0,27399.0,34485.0,17164.0,10078.0,-2369.0,,,,,,,,,,,,,100.62,100.94,100.49,100.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,4,,,,,,,,,,,,,22904.0,51171.0,-7504.0,-20216.0,-547.0,20249.0,34009.0,26640.0,12882.0,-2657.0,,,,,,,,,,,,,100.43,100.36,100.48,100.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,5,,,,,,,,,,,,,22904.0,51171.0,-7504.0,-20216.0,-547.0,20249.0,34009.0,26640.0,12882.0,-2657.0,,,,,,,,,,,,,100.48,100.03,100.82,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2,6,,,,,,,,,,,,,22904.0,51171.0,-7504.0,-20216.0,-547.0,20249.0,34009.0,26640.0,12882.0,-2657.0,,,,,,,,,,,,,100.23,99.75,100.42,100.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3,7,,,,,,,,,,,,,17433.0,45190.0,-10940.0,-14709.0,-2108.0,17286.0,22217.0,3173.0,-1761.0,-282.0,,,,,,,,,,,,,99.99,99.29,100.29,100.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3,8,,,,,,,,,,,,,17433.0,45190.0,-10940.0,-14709.0,-2108.0,17286.0,22217.0,3173.0,-1761.0,-282.0,,,,,,,,,,,,,99.76,98.63,100.53,100.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3,9,,,,,,,,,,,,,17433.0,45190.0,-10940.0,-14709.0,-2108.0,17286.0,22217.0,3173.0,-1761.0,-282.0,,,,,,,,,,,,,99.96,99.35,100.66,99.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4,10,,,,,,,,,,,,,27137.0,53511.0,-9379.0,-15598.0,-1397.0,23818.0,52909.0,20526.0,-8569.0,-3344.0,,,,,,,,,,,,,100.48,100.51,100.71,100.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4,11,,,,,,,,,,,,,27137.0,53511.0,-9379.0,-15598.0,-1397.0,23818.0,52909.0,20526.0,-8569.0,-3344.0,,,,,,,,,,,,,100.42,100.52,100.55,100.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,4,12,,,,,,,,,,,,,27137.0,53511.0,-9379.0,-15598.0,-1397.0,23818.0,52909.0,20526.0,-8569.0,-3344.0,,,,,,,,,,,,,100.44,100.67,100.31,100.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,1,15182.77639733661,27979.62816096201,30362.56615214282,,,,,,,,,,39286.0,58791.0,-8305.0,-10201.0,-999.0,28241.0,35275.0,11637.0,4602.0,-6284.0,,,,,,,,,,,,,100.5,100.76,100.44,100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,2,15182.77639733661,27979.62816096201,30362.56615214282,,,,,,,,,,39286.0,58791.0,-8305.0,-10201.0,-999.0,28241.0,35275.0,11637.0,4602.0,-6284.0,,,,,,,,,,,,,100.37,100.68,100.33,99.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1,3,15182.77639733661,27979.62816096201,30362.56615214282,,,,,,,,,,39286.0,58791.0,-8305.0,-10201.0,-999.0,28241.0,35275.0,11637.0,4602.0,-6284.0,,,,,,,,,,,,,100.58,100.81,100.46,100.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,4,16435.99556883768,30013.8041330371,30431.1519085824,,,,,,,,,,16093.0,49280.0,-10184.0,-22639.0,-365.0,13735.0,18150.0,19380.0,14965.0,-2341.0,,,,,,,,,,,,,100.31,100.23,100.41,100.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,5,16435.99556883768,30013.8041330371,30431.1519085824,,,,,,,,,,16093.0,49280.0,-10184.0,-22639.0,-365.0,13735.0,18150.0,19380.0,14965.0,-2341.0,,,,,,,,,,,,,100.52,100.56,100.38,100.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,6,16435.99556883768,30013.8041330371,30431.1519085824,,,,,,,,,,16093.0,49280.0,-10184.0,-22639.0,-365.0,13735.0,18150.0,19380.0,14965.0,-2341.0,,,,,,,,,,,,,100.89,101.61,100.23,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,7,17715.78793538726,31230.62552431474,30711.63663557607,,,,,,,,,,5519.0,38181.0,-15374.0,-14577.0,-2712.0,5171.0,28270.0,24620.0,1520.0,-113.0,,,,,,,,,,,,,101.23,101.11,100.32,102.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,8,17715.78793538726,31230.62552431474,30711.63663557607,,,,,,,,,,5519.0,38181.0,-15374.0,-14577.0,-2712.0,5171.0,28270.0,24620.0,1520.0,-113.0,,,,,,,,,,,,,100.1,99.48,100.4,100.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,9,17715.78793538726,31230.62552431474,30711.63663557607,,,,,,,,,,5519.0,38181.0,-15374.0,-14577.0,-2712.0,5171.0,28270.0,24620.0,1520.0,-113.0,,,,,,,,,,,,,100.55,100.14,100.68,100.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,4,10,18768.88972707784,33091.52515843838,30708.50057273714,,,,,,,,,,10385.0,45411.0,-12724.0,-20244.0,-2058.0,8547.0,36416.0,36799.0,8929.0,-1632.0,,,,,,,,,,,,,100.46,100.53,100.68,100.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,4,11,18768.88972707784,33091.52515843838,30708.50057273714,,,,,,,,,,10385.0,45411.0,-12724.0,-20244.0,-2058.0,8547.0,36416.0,36799.0,8929.0,-1632.0,,,,,,,,,,,,,100.34,100.45,100.44,100.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,4,12,18768.88972707784,33091.52515843838,30708.50057273714,,,,,,,,,,10385.0,45411.0,-12724.0,-20244.0,-2058.0,8547.0,36416.0,36799.0,8929.0,-1632.0,,,,,,,,,,,,,100.54,100.88,100.27,100.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,1,16370.00289650639,28296.08778942764,30927.00850864181,101.1310358616816,106.6,,,7420.5,,,,,24726.0,48267.0,-10466.0,-11561.0,-1514.0,18275.0,99512.0,86183.0,4946.0,-6448.0,,,,,,,,,,,,,100.97,101.76,100.42,100.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,2,16370.00289650639,28296.08778942764,30927.00850864181,101.1310358616816,106.6,,,7420.5,,,,,24726.0,48267.0,-10466.0,-11561.0,-1514.0,18275.0,99512.0,86183.0,4946.0,-6448.0,,,,,,,,,,,,,100.56,100.81,100.44,100.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,3,16370.00289650639,28296.08778942764,30927.00850864181,101.1310358616816,106.6,,,7420.5,,,,,24726.0,48267.0,-10466.0,-11561.0,-1514.0,18275.0,99512.0,86183.0,4946.0,-6448.0,,,,,,,,,,,,,100.34,100.41,100.4,100.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,4,17507.88178128091,30530.5488065998,31034.75119720135,101.7216900306013,104.7,,,7312.5,,,,,1441.0,42444.0,-13657.0,-26002.0,-1344.0,3718.0,26937.0,18776.0,-4444.0,2311.0,,,,,,,,,,,,,100.51,100.7,100.35,100.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,5,17507.88178128091,30530.5488065998,31034.75119720135,101.7216900306013,104.7,,,7312.5,,,,,1441.0,42444.0,-13657.0,-26002.0,-1344.0,3718.0,26937.0,18776.0,-4444.0,2311.0,,,,,,,,,,,,,100.66,100.95,100.25,100.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,6,17507.88178128091,30530.5488065998,31034.75119720135,101.7216900306013,104.7,,,7312.5,,,,,1441.0,42444.0,-13657.0,-26002.0,-1344.0,3718.0,26937.0,18776.0,-4444.0,2311.0,,,,,,,,,,,,,100.42,100.5,100.2,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,7,19003.46931073356,31702.12712662449,31038.82268537307,101.5097411415684,105.7,,,7853.4,,,,,-621.0,43353.0,-19802.0,-20893.0,-3279.0,-2498.0,12265.0,7391.0,-7372.0,-1645.0,,,,,,,,,,,,,100.82,99.95,100.14,103.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,8,19003.46931073356,31702.12712662449,31038.82268537307,101.5097411415684,105.7,,,7853.4,,,,,-621.0,43353.0,-19802.0,-20893.0,-3279.0,-2498.0,12265.0,7391.0,-7372.0,-1645.0,,,,,,,,,,,,,100.14,99.25,100.53,100.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,3,9,19003.46931073356,31702.12712662449,31038.82268537307,101.5097411415684,105.7,,,7853.4,,,,,-621.0,43353.0,-19802.0,-20893.0,-3279.0,-2498.0,12265.0,7391.0,-7372.0,-1645.0,,,,,,,,,,,,,100.21,99.98,100.52,100.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,10,20104.34714181841,33933.97408955186,31264.61866548812,102.5458147579477,104.5,,,8307.9,,,,,7882.0,46502.0,-14335.0,-21147.0,-3137.0,4641.0,31888.0,12039.0,-15207.0,-3116.0,,,,,,,,,,,,,100.57,101.11,100.49,99.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,11,20104.34714181841,33933.97408955186,31264.61866548812,102.5458147579477,104.5,,,8307.9,,,,,7882.0,46502.0,-14335.0,-21147.0,-3137.0,4641.0,31888.0,12039.0,-15207.0,-3116.0,,,,,,,,,,,,,100.56,100.94,100.43,100.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,4,12,20104.34714181841,33933.97408955186,31264.61866548812,102.5458147579477,104.5,,,8307.9,,,,,7882.0,46502.0,-14335.0,-21147.0,-3137.0,4641.0,31888.0,12039.0,-15207.0,-3116.0,,,,,,,,,,,,,100.51,100.75,100.22,100.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1,1,17311.39363538646,28282.69379017552,31163.74393362319,99.95266483709057,105.8,,,8655.5,,,,82.3,25647.0,50374.0,-11072.0,-11808.0,-1847.0,22459.0,50939.0,1129.0,-27351.0,-3010.0,,,,,,,,,,,,,100.59,101.02,100.27,100.47,,,,75.89500287233425,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1,2,17311.39363538646,28282.69379017552,31163.74393362319,99.95266483709057,105.8,,,8655.5,,,,82.3,25647.0,50374.0,-11072.0,-11808.0,-1847.0,22459.0,50939.0,1129.0,-27351.0,-3010.0,,,,,,,,,,,,,100.7,101.18,100.41,100.43,,,,100.5728957025112,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,1,3,17311.39363538646,28282.69379017552,31163.74393362319,99.95266483709057,105.8,,,8655.5,,,,82.3,25647.0,50374.0,-11072.0,-11808.0,-1847.0,22459.0,50939.0,1129.0,-27351.0,-3010.0,,,,,,,,,,,,,101.02,101.76,100.68,100.46,,,,111.4984678053949,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2,4,19044.18938780619,30700.1121087653,31376.92458952361,100.5553889752838,108.2,,,8666.4,,,,107.6,11844.0,51410.0,-14378.0,-24495.0,-693.0,16908.0,34550.0,7298.0,-10345.0,5135.0,,,,,,,,,,,,,100.9,101.29,100.64,100.71,,,,98.47340892803416,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2,5,19044.18938780619,30700.1121087653,31376.92458952361,100.5553889752838,108.2,,,8666.4,,,,107.6,11844.0,51410.0,-14378.0,-24495.0,-693.0,16908.0,34550.0,7298.0,-10345.0,5135.0,,,,,,,,,,,,,100.9,101.45,100.46,100.75,,,,100.2858898153596,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,2,6,19044.18938780619,30700.1121087653,31376.92458952361,100.5553889752838,108.2,,,8666.4,,,,107.6,11844.0,51410.0,-14378.0,-24495.0,-693.0,16908.0,34550.0,7298.0,-10345.0,5135.0,,,,,,,,,,,,,100.62,100.69,100.37,100.87,,,,104.2117660418174,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,3,7,20544.00417720448,32147.55703496802,31174.88998802207,101.4050473855095,106.6,,,8845.2,,,,109.6,6037.0,45185.0,-18585.0,-16974.0,-3589.0,87.0,-16837.0,-22606.0,-5683.0,4024.0,,,,,,,,,,,,,100.49,99.94,100.4,101.41,,,,103.6438371779141,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,3,8,20544.00417720448,32147.55703496802,31174.88998802207,101.4050473855095,106.6,,,8845.2,,,,109.6,6037.0,45185.0,-18585.0,-16974.0,-3589.0,87.0,-16837.0,-22606.0,-5683.0,4024.0,,,,,,,,,,,,,100.24,99.74,100.47,100.65,,,,101.706155942265,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,3,9,20544.00417720448,32147.55703496802,31174.88998802207,101.4050473855095,106.6,,,8845.2,,,,109.6,6037.0,45185.0,-18585.0,-16974.0,-3589.0,87.0,-16837.0,-22606.0,-5683.0,4024.0,,,,,,,,,,,,,100.65,101.0,100.55,100.28,,,,104.8845071737127,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,4,10,22130.45287433686,34248.75321966792,31189.17792826803,100.9276223565367,109.1,,,8246.3,,,,105.6,13985.0,41961.0,-11242.0,-14685.0,-2049.0,-16008.0,12655.0,-35506.0,-64169.0,1789.0,,,,,,,,,,,,,100.82,101.17,100.64,100.57,,,,100.7040191115273,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,4,11,22130.45287433686,34248.75321966792,31189.17792826803,100.9276223565367,109.1,,,8246.3,,,,105.6,13985.0,41961.0,-11242.0,-14685.0,-2049.0,-16008.0,12655.0,-35506.0,-64169.0,1789.0,,,,,,,,,,,,,101.28,101.99,100.64,101.16,,,,96.5473072001677,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,4,12,22130.45287433686,34248.75321966792,31189.17792826803,100.9276223565367,109.1,,,8246.3,,,,105.6,13985.0,41961.0,-11242.0,-14685.0,-2049.0,-16008.0,12655.0,-35506.0,-64169.0,1789.0,,,,,,,,,,,,,102.62,103.25,102.25,102.24,,,,110.3625874861197,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,1,18467.91280444574,27851.05833023645,30911.74099751666,98.47385308082288,108.3,,,9812.2,15.33333333333333,16.18666666666667,99.2,79.6,29807.0,45550.0,-8387.0,-6346.0,-1009.0,26759.0,-1447.0,-38319.0,-10113.0,-3048.0,,,,,,,,,,,,17.0,103.85,105.66,103.2,102.16,,,99.59931560084313,72.74782796430962,14.96,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,2,18467.91280444574,27851.05833023645,30911.74099751666,98.47385308082288,108.3,,,9812.2,15.33333333333333,16.18666666666667,99.2,79.6,29807.0,45550.0,-8387.0,-6346.0,-1009.0,26759.0,-1447.0,-38319.0,-10113.0,-3048.0,,,,,,,,,,,,15.0,102.22,103.29,102.06,100.83,,,98.3316234120542,99.2928118634122,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1,3,18467.91280444574,27851.05833023645,30911.74099751666,98.47385308082288,108.3,,,9812.2,15.33333333333333,16.18666666666667,99.2,79.6,29807.0,45550.0,-8387.0,-6346.0,-1009.0,26759.0,-1447.0,-38319.0,-10113.0,-3048.0,,,,,,,,,,,,14.0,101.21,101.57,101.43,100.31,,,99.5070415664204,112.8312773197186,16.9,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,4,19751.01498798438,29751.82544991643,30774.72696432715,96.91112965487144,107.0,,,10123.8,12.66666666666667,15.83333333333333,97.4,105.7,16330.0,43776.0,-9563.0,-16683.0,-1200.0,16939.0,7295.0,-11810.0,-2166.0,767.0,,,,,,,,,,,,14.0,100.46,100.33,100.88,100.02,,,97.51280529936317,96.4998878552168,16.4,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,5,19751.01498798438,29751.82544991643,30774.72696432715,96.91112965487144,107.0,,,10123.8,12.66666666666667,15.83333333333333,97.4,105.7,16330.0,43776.0,-9563.0,-16683.0,-1200.0,16939.0,7295.0,-11810.0,-2166.0,767.0,,,,,,,,,,,,12.5,100.35,100.07,100.54,100.5,,,96.72791570673148,99.47867940886744,15.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,6,19751.01498798438,29751.82544991643,30774.72696432715,96.91112965487144,107.0,,,10123.8,12.66666666666667,15.83333333333333,97.4,105.7,16330.0,43776.0,-9563.0,-16683.0,-1200.0,16939.0,7295.0,-11810.0,-2166.0,767.0,,,,,,,,,,,,11.5,100.19,99.55,100.33,100.97,,,97.91844707572032,105.4944089643287,15.3,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3,7,21788.58940510461,31601.09909877183,30771.67855137241,98.30015719203236,107.9,,,9665.1,11.16666666666667,15.7,98.5,110.8,7451.0,28873.0,-12235.0,-7241.0,-1946.0,11580.0,-5496.0,-7348.0,9728.0,4138.0,,,,,,,,,,,,11.5,100.8,99.73,100.45,103.0,,,98.0314211561775,103.7634169665026,15.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3,8,21788.58940510461,31601.09909877183,30771.67855137241,98.30015719203236,107.9,,,9665.1,11.16666666666667,15.7,98.5,110.8,7451.0,28873.0,-12235.0,-7241.0,-1946.0,11580.0,-5496.0,-7348.0,9728.0,4138.0,,,,,,,,,,,,11.0,100.35,99.34,100.75,101.27,,,98.57015012097222,102.2650793104852,15.8,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3,9,21788.58940510461,31601.09909877183,30771.67855137241,98.30015719203236,107.9,,,9665.1,11.16666666666667,15.7,98.5,110.8,7451.0,28873.0,-12235.0,-7241.0,-1946.0,11580.0,-5496.0,-7348.0,9728.0,4138.0,,,,,,,,,,,,11.0,100.57,100.42,101.09,100.02,,,98.8170334096223,105.1472056887065,15.7,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,23079.84285734228,33701.75534436262,30691.77924112636,98.40286777215827,106.0,,,8784.6,11.0,14.5,98.7,105.8,14188.0,30199.0,-6967.0,-7479.0,-1565.0,15050.0,-3888.0,-14684.0,4254.0,1003.0,,,,,,,,,,,,11.0,100.74,101.04,101.0,99.91,,,99.16982826123824,101.0635508466312,15.6,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,11,23079.84285734228,33701.75534436262,30691.77924112636,98.40286777215827,106.0,,,8784.6,11.0,14.5,98.7,105.8,14188.0,30199.0,-6967.0,-7479.0,-1565.0,15050.0,-3888.0,-14684.0,4254.0,1003.0,,,,,,,,,,,,11.0,100.75,101.16,100.73,100.16,,,98.88402820826693,96.26906505741276,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,12,23079.84285734228,33701.75534436262,30691.77924112636,98.40286777215827,106.0,,,8784.6,11.0,14.5,98.7,105.8,14188.0,30199.0,-6967.0,-7479.0,-1565.0,15050.0,-3888.0,-14684.0,4254.0,1003.0,,,,,,,,,,,,11.0,100.77,101.18,100.43,100.65,,,98.15425420363388,109.548100567547,12.9,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,18885.12108284377,27793.61039260219,30743.54363663604,99.79373158120926,102.5,,,7843.2,11.0,8.4,100.2,80.8,12535.0,22411.0,-4856.0,-3864.0,-1157.0,9531.0,-2090.0,-9025.0,2597.0,-2983.0,,,,,,,,,,,,11.0,100.96,101.19,100.67,101.03,,,97.98044422407484,72.61900727697387,9.8,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,2,18885.12108284377,27793.61039260219,30743.54363663604,99.79373158120926,102.5,,,7843.2,11.0,8.4,100.2,80.8,12535.0,22411.0,-4856.0,-3864.0,-1157.0,9531.0,-2090.0,-9025.0,2597.0,-2983.0,,,,,,,,,,,,11.0,100.63,100.68,100.78,100.34,,,101.5820172364054,102.9426249904873,8.1,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,3,18885.12108284377,27793.61039260219,30743.54363663604,99.79373158120926,102.5,,,7843.2,11.0,8.4,100.2,80.8,12535.0,22411.0,-4856.0,-3864.0,-1157.0,9531.0,-2090.0,-9025.0,2597.0,-2983.0,,,,,,,,,,,,11.0,100.46,100.4,100.81,100.06,,,101.0801047782915,112.2737827425054,7.3,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,4,20452.23464523197,29847.37504919631,30781.66267273023,100.3211554176423,103.2,,,9613.1,10.83333333333333,7.366666666666667,100.1,105.6,1781.0,22298.0,-6010.0,-13418.0,-1089.0,2074.0,716.0,2996.0,4354.0,1613.0,,,,,,,,,,,,11.0,100.44,100.42,100.6,100.25,,,99.91598346544872,95.3885160735433,7.3,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,5,20452.23464523197,29847.37504919631,30781.66267273023,100.3211554176423,103.2,,,9613.1,10.83333333333333,7.366666666666667,100.1,105.6,1781.0,22298.0,-6010.0,-13418.0,-1089.0,2074.0,716.0,2996.0,4354.0,1613.0,,,,,,,,,,,,11.0,100.41,100.37,100.42,100.46,,,100.1925226441643,99.7540082536558,7.3,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2,6,20452.23464523197,29847.37504919631,30781.66267273023,100.3211554176423,103.2,,,9613.1,10.83333333333333,7.366666666666667,100.1,105.6,1781.0,22298.0,-6010.0,-13418.0,-1089.0,2074.0,716.0,2996.0,4354.0,1613.0,,,,,,,,,,,,10.5,100.36,100.12,100.46,100.56,,,100.2152292172864,105.5183171008633,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,7,22235.1152234013,31619.64793292475,30815.70976777478,100.058696800687,102.0,,,9101.8,10.33333333333333,6.833333333333333,101.3,112.1,129.0,18366.0,-7162.0,-8622.0,-2453.0,1167.0,-7558.0,-5585.0,3141.0,976.0,,,,,,,,,,,,10.5,100.54,99.96,100.37,101.65,,,100.0629895975226,103.6057872003708,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
